# k	Real	Imaginary	Magnitude	Phase
1014	-7.54906322	5.38465138	9.27269249	2.52200455
1015	0.59511422	3.41655090	3.46799380	1.39834090
1016	-1.32864182	0.40614588	1.38933205	2.84492845
1017	8.94855478	-5.97333893	10.75906179	-0.58859311
1018	-1.27331174	1.02943380	1.63739328	2.46170863
1019	-1.96417716	-1.92736323	2.75185772	-2.36565420
1020	8.58763123	6.97786054	11.06516823	0.68234532
1021	7.93039351	2.38511967	8.28130044	0.29215095
1022	-5.04176261	-2.47431234	5.61619015	-2.68536163
1023	0.94030195	2.19506726	2.38798828	1.16607434
